participant,trial,practice,speed,delta_var,speed_BrelA,completion_time,edgeA_speed,edgeB_initial_speed,edgeB_speed,visual_variable 
7,11,false,low,same,higher,26.795,5.358,10.1802,5.759849999999999,width
7,12,false,high,small,higher,49.674,36.755880000000005,69.936,32.261222999999994,width
7,13,false,high,small,lower,21.949,36.755880000000005,19.345200000000002,39.560934,width
7,14,false,low,medium,lower,43.506,5.358,1.5510000000000002,5.70345,width
7,15,false,low,medium,higher,33.908,5.358,10.1802,6.027750000000001,width
7,16,false,medium,medium,higher,45.212,19.345200000000002,36.755880000000005,21.27972,width
7,17,false,medium,medium,lower,45.868,19.345200000000002,10.1802,23.72184,width
7,18,false,medium,medium,lower,33.17,19.345200000000002,10.1802,15.500129999999999,width
7,19,false,medium,medium,higher,49.777,19.345200000000002,36.755880000000005,22.730610000000002,width
7,20,false,high,same,higher,33.575,36.755880000000005,69.936,28.585634999999996,width
7,21,false,high,same,lower,54.732,36.755880000000005,19.345200000000002,28.534170000000003,width
7,22,false,medium,same,lower,27.114,19.345200000000002,10.1802,19.852800000000002,width
7,23,false,medium,same,higher,26.747,19.345200000000002,36.755880000000005,25.148759999999996,width
7,24,false,high,medium,higher,32.874,36.755880000000005,69.936,35.936811,width
7,25,false,high,medium,lower,28.564,36.755880000000005,19.345200000000002,37.72314,width
7,26,false,high,same,lower,32.152,36.755880000000005,19.345200000000002,33.128655,width
7,27,false,high,same,higher,45.775,36.755880000000005,69.936,28.585634999999996,width
7,28,false,medium,large,higher,42.556,19.345200000000002,36.755880000000005,20.79609,width
7,29,false,medium,large,lower,48.624,19.345200000000002,10.1802,18.885540000000002,width
7,30,false,low,large,lower,43.319,5.358,1.5510000000000002,4.89975,width
7,31,false,low,large,higher,40.695,5.358,10.1802,4.2864,width
7,32,false,medium,small,higher,28.915,19.345200000000002,36.755880000000005,18.377940000000002,width
7,33,false,medium,small,lower,25.253,19.345200000000002,10.1802,16.46739,width
7,34,false,medium,large,lower,22.264,19.345200000000002,10.1802,21.303689999999996,width
7,35,false,medium,large,higher,43.618,19.345200000000002,36.755880000000005,21.27972,width
7,36,false,high,small,higher,23.142,36.755880000000005,69.936,34.099016999999996,width
7,37,false,high,small,lower,24.113,36.755880000000005,19.345200000000002,33.128655,width
7,38,false,low,small,lower,36.366,5.358,1.5510000000000002,7.444799999999999,width
7,39,false,low,small,higher,31.95,5.358,10.1802,6.6975,width
7,40,false,high,large,higher,27.846,36.755880000000005,69.936,37.774604999999994,width
7,41,false,high,large,lower,56.628,36.755880000000005,19.345200000000002,39.560934,width
7,42,false,medium,same,lower,126.471,19.345200000000002,10.1802,15.0165,width
7,43,false,medium,same,higher,37.801,19.345200000000002,36.755880000000005,26.116020000000002,width
7,44,false,low,small,higher,26.137,5.358,10.1802,5.22405,width
7,45,false,low,small,lower,32.408,5.358,1.5510000000000002,5.0337000000000005,width
7,46,false,low,same,lower,33.734,5.358,1.5510000000000002,4.23,width
7,47,false,low,same,higher,24.405,5.358,10.1802,6.027750000000001,width
7,48,false,high,medium,higher,22.488,36.755880000000005,69.936,39.612399,width
7,49,false,high,medium,lower,25.701,36.755880000000005,19.345200000000002,37.72314,width
7,50,false,medium,small,lower,34.96,19.345200000000002,10.1802,16.46739,width
7,51,false,medium,small,higher,24.043,19.345200000000002,36.755880000000005,18.377940000000002,width
6,0,true,low,small,lower,40.024,5.358,1.5510000000000002,4.89975,width
6,1,true,medium,medium,higher,22.934,19.345200000000002,36.755880000000005,24.181499999999996,width
6,2,true,high,large,higher,24.034,36.755880000000005,69.936,34.099016999999996,width
6,3,true,medium,same,lower,11.207,19.345200000000002,10.1802,19.36917,width
6,4,false,medium,large,higher,20.29,19.345200000000002,36.755880000000005,19.345200000000002,width
6,5,false,medium,large,lower,12.322,19.345200000000002,10.1802,21.787320000000005,width
6,6,false,high,small,lower,8.725,36.755880000000005,19.345200000000002,43.23652200000001,width
6,7,false,high,small,higher,14.276,36.755880000000005,69.936,35.936811,width
6,8,false,low,small,higher,28.3,5.358,10.1802,5.625899999999999,width
6,9,false,low,small,lower,12.501,5.358,1.5510000000000002,5.70345,width
6,10,false,high,large,lower,10.59,36.755880000000005,19.345200000000002,44.155419,width
6,11,false,high,large,higher,23.87,36.755880000000005,69.936,34.099016999999996,width
6,12,false,medium,same,higher,11.732,19.345200000000002,36.755880000000005,23.21424,width
6,13,false,medium,same,lower,12.159,19.345200000000002,10.1802,19.852800000000002,width
6,14,false,low,small,lower,33.131,5.358,1.5510000000000002,5.435549999999999,width
6,15,false,low,small,higher,24.578,5.358,10.1802,5.8938,width
6,16,false,low,same,higher,24.713,5.358,10.1802,5.358,width
6,17,false,low,same,lower,19.552,5.358,1.5510000000000002,5.70345,width
6,18,false,high,medium,lower,16.29,36.755880000000005,19.345200000000002,46.912110000000006,width
6,19,false,high,medium,higher,14.475,36.755880000000005,69.936,37.774604999999994,width
6,20,false,medium,small,higher,9.836,19.345200000000002,36.755880000000005,22.730610000000002,width
6,21,false,medium,small,lower,16.253,19.345200000000002,10.1802,16.95102,width
6,22,false,high,large,lower,27.811,36.755880000000005,19.345200000000002,49.668801,width
6,23,false,high,large,higher,13.501,36.755880000000005,69.936,38.693501999999995,width
6,24,false,low,medium,higher,18.156,5.358,10.1802,4.956149999999999,width
6,25,false,low,medium,lower,19.739,5.358,1.5510000000000002,6.1053,width
6,26,false,low,large,lower,35.794,5.358,1.5510000000000002,5.70345,width
6,27,false,low,large,higher,14.668,5.358,10.1802,6.161699999999999,width
6,28,false,low,same,higher,21.753,5.358,10.1802,4.68825,width
6,29,false,low,same,lower,14.068,5.358,1.5510000000000002,5.435549999999999,width
6,30,false,high,small,lower,10.855,36.755880000000005,19.345200000000002,38.64203700000001,width
6,31,false,high,small,higher,13.546,36.755880000000005,69.936,35.017914000000005,width
6,32,false,low,medium,higher,15.641,5.358,10.1802,5.491949999999999,width
6,33,false,low,medium,lower,15.923,5.358,1.5510000000000002,5.569500000000001,width
6,34,false,medium,medium,lower,13.695,19.345200000000002,10.1802,19.36917,width
6,35,false,medium,medium,higher,18.941,19.345200000000002,36.755880000000005,17.410680000000003,width
6,36,false,medium,medium,higher,11.293,19.345200000000002,36.755880000000005,20.79609,width
6,37,false,medium,medium,lower,13.359,19.345200000000002,10.1802,19.36917,width
6,38,false,high,same,lower,10.097,36.755880000000005,19.345200000000002,34.966449000000004,width
6,39,false,high,same,higher,15.373,36.755880000000005,69.936,32.261222999999994,width
6,40,false,medium,same,higher,12.917,19.345200000000002,36.755880000000005,19.345200000000002,width
6,41,false,medium,same,lower,8.568,19.345200000000002,10.1802,18.885540000000002,width
6,42,false,high,medium,lower,11.061,36.755880000000005,19.345200000000002,46.912110000000006,width
6,43,false,high,medium,higher,10.99,36.755880000000005,69.936,38.693501999999995,width
6,44,false,high,same,higher,9.608,36.755880000000005,69.936,34.099016999999996,width
6,45,false,high,same,lower,50.067,36.755880000000005,19.345200000000002,34.966449000000004,width
6,46,false,medium,large,lower,9.844,19.345200000000002,10.1802,21.303689999999996,width
6,47,false,medium,large,higher,17.991,19.345200000000002,36.755880000000005,17.410680000000003,width
6,48,false,low,large,higher,13.159,5.358,10.1802,5.625899999999999,width
6,49,false,low,large,lower,12.729,5.358,1.5510000000000002,5.569500000000001,width
6,50,false,medium,small,lower,24.939,19.345200000000002,10.1802,17.434649999999998,width
6,51,false,medium,small,higher,16.975,19.345200000000002,36.755880000000005,21.27972,width
3,0,true,low,small,lower,21.428,5.358,1.5510000000000002,5.3016000000000005,width
3,1,true,medium,medium,higher,25.605,19.345200000000002,36.755880000000005,29.985060000000004,width
3,2,true,high,large,higher,19.101,36.755880000000005,69.936,35.936811,width
3,3,true,medium,same,lower,17.716,19.345200000000002,10.1802,17.434649999999998,width
3,4,false,medium,medium,higher,14.938,19.345200000000002,36.755880000000005,24.665130000000005,width
3,5,false,medium,medium,lower,14.373,19.345200000000002,10.1802,15.0165,width
3,6,false,medium,medium,lower,21.683,19.345200000000002,10.1802,17.918280000000003,width
3,7,false,medium,medium,higher,33.596,19.345200000000002,36.755880000000005,21.76335,width
3,8,false,high,same,higher,19.502,36.755880000000005,69.936,41.450193,width
3,9,false,high,same,lower,13.835,36.755880000000005,19.345200000000002,36.804243,width
3,10,false,medium,same,lower,17.156,19.345200000000002,10.1802,18.40191,width
3,11,false,medium,same,higher,14.406,19.345200000000002,36.755880000000005,24.665130000000005,width
3,12,false,high,medium,higher,21.559,36.755880000000005,69.936,35.936811,width
3,13,false,high,medium,lower,25.225,36.755880000000005,19.345200000000002,39.560934,width
3,14,false,high,same,lower,13.768,36.755880000000005,19.345200000000002,35.885346,width
3,15,false,high,same,higher,21.957,36.755880000000005,69.936,39.612399,width
3,16,false,medium,large,higher,17.601,19.345200000000002,36.755880000000005,19.82883,width
3,17,false,medium,large,lower,14.162,19.345200000000002,10.1802,16.46739,width
3,18,false,low,large,lower,15.54,5.358,1.5510000000000002,5.167650000000001,width
3,19,false,low,large,higher,21.298,5.358,10.1802,5.491949999999999,width
3,20,false,medium,small,higher,19.14,19.345200000000002,36.755880000000005,26.116020000000002,width
3,21,false,medium,small,lower,26.882,19.345200000000002,10.1802,15.983760000000002,width
3,22,false,medium,large,lower,22.641,19.345200000000002,10.1802,20.33643,width
3,23,false,medium,large,higher,14.927,19.345200000000002,36.755880000000005,27.566910000000004,width
3,24,false,high,small,higher,18.944,36.755880000000005,69.936,33.18012,width
3,25,false,high,small,lower,21.095,36.755880000000005,19.345200000000002,38.64203700000001,width
3,26,false,low,small,lower,19.159,5.358,1.5510000000000002,6.77505,width
3,27,false,low,small,higher,24.774,5.358,10.1802,6.9654,width
3,28,false,high,large,higher,19.983,36.755880000000005,69.936,41.450193,width
3,29,false,high,large,lower,18.561,36.755880000000005,19.345200000000002,33.128655,width
3,30,false,medium,same,lower,22.978,19.345200000000002,10.1802,20.82006,width
3,31,false,medium,same,higher,20.617,19.345200000000002,36.755880000000005,26.59965,width
3,32,false,low,small,higher,28.462,5.358,10.1802,5.759849999999999,width
3,33,false,low,small,lower,19.531,5.358,1.5510000000000002,5.569500000000001,width
3,34,false,low,same,lower,16.272,5.358,1.5510000000000002,6.50715,width
3,35,false,low,same,higher,20.103,5.358,10.1802,4.2864,width
3,36,false,high,medium,higher,16.844,36.755880000000005,69.936,41.450193,width
3,37,false,high,medium,lower,12.3,36.755880000000005,19.345200000000002,35.885346,width
3,38,false,medium,small,lower,24.301,19.345200000000002,10.1802,16.46739,width
3,39,false,medium,small,higher,16.267,19.345200000000002,36.755880000000005,24.181499999999996,width
3,40,false,high,large,higher,15.618,36.755880000000005,69.936,39.612399,width
3,41,false,high,large,lower,12.343,36.755880000000005,19.345200000000002,38.64203700000001,width
3,42,false,low,medium,lower,15.111,5.358,1.5510000000000002,4.23,width
3,43,false,low,medium,higher,18.212,5.358,10.1802,5.22405,width
3,44,false,low,large,higher,26.398,5.358,10.1802,5.22405,width
3,45,false,low,large,lower,16.144,5.358,1.5510000000000002,5.971350000000001,width
3,46,false,low,same,lower,11.085,5.358,1.5510000000000002,5.70345,width
3,47,false,low,same,higher,15.838,5.358,10.1802,6.6975,width
3,48,false,high,small,higher,19.867,36.755880000000005,69.936,37.774604999999994,width
3,49,false,high,small,lower,13.053,36.755880000000005,19.345200000000002,35.885346,width
3,50,false,low,medium,lower,22.226,5.358,1.5510000000000002,4.09605,width
3,51,false,low,medium,higher,25.229,5.358,10.1802,4.8222,width
1,0,true,low,small,lower,76.119,5.358,1.5510000000000002,4.4979000000000005,width
1,1,true,medium,medium,higher,20.663,19.345200000000002,36.755880000000005,21.76335,width
1,2,true,high,large,higher,30.054,36.755880000000005,69.936,35.936811,width
1,3,true,medium,same,lower,24.637,19.345200000000002,10.1802,16.95102,width
1,4,false,high,medium,higher,25.61,36.755880000000005,69.936,38.693501999999995,width
1,5,false,high,medium,lower,25.142,36.755880000000005,19.345200000000002,39.560934,width
1,6,false,high,same,lower,15.181,36.755880000000005,19.345200000000002,35.885346,width
1,7,false,high,same,higher,28.861,36.755880000000005,69.936,39.612399,width
1,8,false,medium,large,higher,20.799,19.345200000000002,36.755880000000005,28.05054,width
1,9,false,medium,large,lower,23.478,19.345200000000002,10.1802,18.885540000000002,width
1,10,false,low,large,lower,24.745,5.358,1.5510000000000002,4.63185,width
1,11,false,low,large,higher,38.956,5.358,10.1802,6.6975,width
1,12,false,medium,small,higher,28.36,19.345200000000002,36.755880000000005,17.89431,width
1,13,false,medium,small,lower,37.95,19.345200000000002,10.1802,17.434649999999998,width
1,14,false,medium,large,lower,26.028,19.345200000000002,10.1802,21.787320000000005,width
1,15,false,medium,large,higher,27.214,19.345200000000002,36.755880000000005,21.27972,width
1,16,false,high,small,higher,32.822,36.755880000000005,69.936,36.855708,width
1,17,false,high,small,lower,33.543,36.755880000000005,19.345200000000002,34.047552,width
1,18,false,low,small,lower,51.931,5.358,1.5510000000000002,4.7658000000000005,width
1,19,false,low,small,higher,46.437,5.358,10.1802,5.8938,width
1,20,false,high,large,higher,33.264,36.755880000000005,69.936,32.261222999999994,width
1,21,false,high,large,lower,18.928,36.755880000000005,19.345200000000002,36.804243,width
1,22,false,medium,same,lower,19.187,19.345200000000002,10.1802,19.36917,width
1,23,false,medium,same,higher,13.841,19.345200000000002,36.755880000000005,22.246980000000004,width
1,24,false,low,small,higher,47.493,5.358,10.1802,7.367249999999999,width
1,25,false,low,small,lower,33.635,5.358,1.5510000000000002,4.36395,width
1,26,false,low,same,lower,44.25,5.358,1.5510000000000002,5.0337000000000005,width
1,27,false,low,same,higher,43.67,5.358,10.1802,5.759849999999999,width
1,28,false,high,medium,higher,32.442,36.755880000000005,69.936,43.287987,width
1,29,false,high,medium,lower,25.4,36.755880000000005,19.345200000000002,39.560934,width
1,30,false,medium,small,lower,17.077,19.345200000000002,10.1802,17.918280000000003,width
1,31,false,medium,small,higher,38.311,19.345200000000002,36.755880000000005,16.927049999999998,width
1,32,false,high,large,higher,28.992,36.755880000000005,69.936,41.450193,width
1,33,false,high,large,lower,28.372,36.755880000000005,19.345200000000002,34.966449000000004,width
1,34,false,low,medium,lower,30.777,5.358,1.5510000000000002,3.4263000000000003,width
1,35,false,low,medium,higher,20.104,5.358,10.1802,7.233300000000001,width
1,36,false,low,large,higher,32.232,5.358,10.1802,5.358,width
1,37,false,low,large,lower,26.914,5.358,1.5510000000000002,4.7658000000000005,width
1,38,false,low,same,lower,23.047,5.358,1.5510000000000002,5.167650000000001,width
1,39,false,low,same,higher,31.376,5.358,10.1802,5.625899999999999,width
1,40,false,high,small,higher,18.418,36.755880000000005,69.936,33.18012,width
1,41,false,high,small,lower,18.78,36.755880000000005,19.345200000000002,34.047552,width
1,42,false,low,medium,lower,24.537,5.358,1.5510000000000002,5.70345,width
1,43,false,low,medium,higher,25.815,5.358,10.1802,8.036999999999999,width
1,44,false,medium,medium,higher,20.034,19.345200000000002,36.755880000000005,22.730610000000002,width
1,45,false,medium,medium,lower,27.414,19.345200000000002,10.1802,19.36917,width
1,46,false,medium,medium,lower,25.11,19.345200000000002,10.1802,20.33643,width
1,47,false,medium,medium,higher,26.051,19.345200000000002,36.755880000000005,28.05054,width
1,48,false,high,same,higher,19.492,36.755880000000005,69.936,40.531296000000005,width
1,49,false,high,same,lower,18.302,36.755880000000005,19.345200000000002,31.290861,width
1,50,false,medium,same,lower,16.047,19.345200000000002,10.1802,17.918280000000003,width
1,51,false,medium,same,higher,38.633,19.345200000000002,36.755880000000005,25.148759999999996,width
9,0,true,low,small,lower,87.997,5.358,1.5510000000000002,4.89975,chroma
9,1,true,medium,medium,higher,31.821,19.345200000000002,36.755880000000005,21.27972,chroma
9,2,true,high,large,higher,47.824,36.755880000000005,69.936,39.612399,chroma
9,3,true,medium,same,lower,30.041,19.345200000000002,10.1802,18.885540000000002,chroma
9,4,false,low,medium,higher,40.542,5.358,10.1802,4.42035,chroma
9,5,false,low,medium,lower,31.538,5.358,1.5510000000000002,6.3732,chroma
9,6,false,medium,medium,lower,19.657,19.345200000000002,10.1802,16.46739,chroma
9,7,false,medium,medium,higher,21.996,19.345200000000002,36.755880000000005,19.345200000000002,chroma
9,8,false,medium,medium,higher,19.196,19.345200000000002,36.755880000000005,21.76335,chroma
9,9,false,medium,medium,lower,21.468,19.345200000000002,10.1802,17.434649999999998,chroma
9,10,false,high,same,lower,20.612,36.755880000000005,19.345200000000002,35.885346,chroma
9,11,false,high,same,higher,18.144,36.755880000000005,69.936,45.125781,chroma
9,12,false,medium,same,higher,34.361,19.345200000000002,36.755880000000005,17.89431,chroma
9,13,false,medium,same,lower,17.268,19.345200000000002,10.1802,19.852800000000002,chroma
9,14,false,high,medium,lower,18.475,36.755880000000005,19.345200000000002,36.804243,chroma
9,15,false,high,medium,higher,29.67,36.755880000000005,69.936,35.017914000000005,chroma
9,16,false,high,same,higher,10.272,36.755880000000005,69.936,46.044678000000005,chroma
9,17,false,high,same,lower,18.328,36.755880000000005,19.345200000000002,35.885346,chroma
9,18,false,medium,large,lower,24.775,19.345200000000002,10.1802,19.36917,chroma
9,19,false,medium,large,higher,15.01,19.345200000000002,36.755880000000005,20.31246,chroma
9,20,false,low,large,higher,29.153,5.358,10.1802,5.8938,chroma
9,21,false,low,large,lower,31.123,5.358,1.5510000000000002,5.8374000000000015,chroma
9,22,false,medium,small,lower,21.722,19.345200000000002,10.1802,20.33643,chroma
9,23,false,medium,small,higher,19.181,19.345200000000002,36.755880000000005,17.410680000000003,chroma
9,24,false,medium,large,higher,14.434,19.345200000000002,36.755880000000005,18.377940000000002,chroma
9,25,false,medium,large,lower,25.674,19.345200000000002,10.1802,20.33643,chroma
9,26,false,high,small,lower,18.719,36.755880000000005,19.345200000000002,40.479831,chroma
9,27,false,high,small,higher,18.971,36.755880000000005,69.936,39.612399,chroma
9,28,false,low,small,higher,31.839,5.358,10.1802,5.491949999999999,chroma
9,29,false,low,small,lower,33.32,5.358,1.5510000000000002,5.569500000000001,chroma
9,30,false,high,large,lower,31.148,36.755880000000005,19.345200000000002,36.804243,chroma
9,31,false,high,large,higher,27.182,36.755880000000005,69.936,33.18012,chroma
9,32,false,medium,same,higher,40.045,19.345200000000002,36.755880000000005,20.31246,chroma
9,33,false,medium,same,lower,22.299,19.345200000000002,10.1802,20.82006,chroma
9,34,false,low,small,lower,27.652,5.358,1.5510000000000002,5.435549999999999,chroma
9,35,false,low,small,higher,25.364,5.358,10.1802,4.956149999999999,chroma
9,36,false,low,same,higher,18.832,5.358,10.1802,6.161699999999999,chroma
9,37,false,low,same,lower,39.841,5.358,1.5510000000000002,5.3016000000000005,chroma
9,38,false,high,medium,lower,39.291,36.755880000000005,19.345200000000002,34.047552,chroma
9,39,false,high,medium,higher,15.198,36.755880000000005,69.936,38.693501999999995,chroma
9,40,false,medium,small,higher,32.135,19.345200000000002,36.755880000000005,15.95979,chroma
9,41,false,medium,small,lower,11.623,19.345200000000002,10.1802,17.918280000000003,chroma
9,42,false,high,large,lower,19.47,36.755880000000005,19.345200000000002,41.398728,chroma
9,43,false,high,large,higher,27.515,36.755880000000005,69.936,37.774604999999994,chroma
9,44,false,low,medium,higher,17.361,5.358,10.1802,6.161699999999999,chroma
9,45,false,low,medium,lower,18.723,5.358,1.5510000000000002,5.3016000000000005,chroma
9,46,false,low,large,lower,16.068,5.358,1.5510000000000002,6.1053,chroma
9,47,false,low,large,higher,21.562,5.358,10.1802,6.027750000000001,chroma
9,48,false,low,same,higher,21.341,5.358,10.1802,5.358,chroma
9,49,false,low,same,lower,24.691,5.358,1.5510000000000002,5.435549999999999,chroma
9,50,false,high,small,lower,36.67,36.755880000000005,19.345200000000002,34.047552,chroma
9,51,false,high,small,higher,24.493,36.755880000000005,69.936,38.693501999999995,chroma
8,0,true,low,small,lower,15.177,5.358,1.5510000000000002,4.36395,chroma
8,1,true,medium,medium,higher,6.742,19.345200000000002,36.755880000000005,24.665130000000005,chroma
8,2,true,high,large,higher,7.675,36.755880000000005,69.936,36.855708,chroma
8,3,true,medium,same,lower,7.869,19.345200000000002,10.1802,10.1802,chroma
8,4,false,high,same,higher,15.26,36.755880000000005,69.936,37.774604999999994,chroma
8,5,false,high,same,lower,10.466,36.755880000000005,19.345200000000002,35.885346,chroma
8,6,false,medium,large,lower,18.029,19.345200000000002,10.1802,18.885540000000002,chroma
8,7,false,medium,large,higher,11.209,19.345200000000002,36.755880000000005,29.50143,chroma
8,8,false,low,large,higher,8.672,5.358,10.1802,10.1802,chroma
8,9,false,low,large,lower,8.45,5.358,1.5510000000000002,6.641099999999999,chroma
8,10,false,medium,small,lower,13.09,19.345200000000002,10.1802,18.40191,chroma
8,11,false,medium,small,higher,6.369,19.345200000000002,36.755880000000005,24.181499999999996,chroma
8,12,false,medium,large,higher,7.7,19.345200000000002,36.755880000000005,21.27972,chroma
8,13,false,medium,large,lower,6.182,19.345200000000002,10.1802,16.95102,chroma
8,14,false,high,small,lower,7.488,36.755880000000005,19.345200000000002,42.31762500000001,chroma
8,15,false,high,small,higher,7.391,36.755880000000005,69.936,34.099016999999996,chroma
8,16,false,low,small,higher,6.554,5.358,10.1802,10.9839,chroma
8,17,false,low,small,lower,10.466,5.358,1.5510000000000002,7.042949999999999,chroma
8,18,false,high,large,lower,12.689,36.755880000000005,19.345200000000002,40.479831,chroma
8,19,false,high,large,higher,19.744,36.755880000000005,69.936,38.693501999999995,chroma
8,20,false,medium,same,higher,6.892,19.345200000000002,36.755880000000005,21.27972,chroma
8,21,false,medium,same,lower,26.002,19.345200000000002,10.1802,10.1802,chroma
8,22,false,low,small,lower,7.501,5.358,1.5510000000000002,7.8466499999999995,chroma
8,23,false,low,small,higher,10.098,5.358,10.1802,5.8938,chroma
8,24,false,low,same,higher,11.833,5.358,10.1802,8.304899999999998,chroma
8,25,false,low,same,lower,7.835,5.358,1.5510000000000002,4.89975,chroma
8,26,false,high,medium,lower,9.085,36.755880000000005,19.345200000000002,41.398728,chroma
8,27,false,high,medium,higher,6.096,36.755880000000005,69.936,37.774604999999994,chroma
8,28,false,medium,small,higher,6.988,19.345200000000002,36.755880000000005,24.665130000000005,chroma
8,29,false,medium,small,lower,21.996,19.345200000000002,10.1802,17.434649999999998,chroma
8,30,false,high,large,lower,13.209,36.755880000000005,19.345200000000002,50.587698,chroma
8,31,false,high,large,higher,12.155,36.755880000000005,69.936,38.693501999999995,chroma
8,32,false,low,medium,higher,8.082,5.358,10.1802,14.33265,chroma
8,33,false,low,medium,lower,6.5,5.358,1.5510000000000002,6.3732,chroma
8,34,false,low,large,lower,9.232,5.358,1.5510000000000002,7.980600000000001,chroma
8,35,false,low,large,higher,6.555,5.358,10.1802,7.769100000000001,chroma
8,36,false,low,same,higher,9.395,5.358,10.1802,8.438849999999999,chroma
8,37,false,low,same,lower,27.514,5.358,1.5510000000000002,5.971350000000001,chroma
8,38,false,high,small,lower,5.942,36.755880000000005,19.345200000000002,45.993213,chroma
8,39,false,high,small,higher,4.875,36.755880000000005,69.936,31.342326,chroma
8,40,false,low,medium,higher,4.974,5.358,10.1802,12.72525,chroma
8,41,false,low,medium,lower,21.882,5.358,1.5510000000000002,0.14100000000000001,chroma
8,42,false,medium,medium,lower,11.147,19.345200000000002,10.1802,24.6891,chroma
8,43,false,medium,medium,higher,4.567,19.345200000000002,36.755880000000005,20.31246,chroma
8,44,false,medium,medium,higher,4.403,19.345200000000002,36.755880000000005,22.246980000000004,chroma
8,45,false,medium,medium,lower,5.437,19.345200000000002,10.1802,24.205470000000002,chroma
8,46,false,high,same,lower,11.146,36.755880000000005,19.345200000000002,30.371964000000002,chroma
8,47,false,high,same,higher,9.34,36.755880000000005,69.936,30.423429000000002,chroma
8,48,false,medium,same,higher,8.008,19.345200000000002,36.755880000000005,24.181499999999996,chroma
8,49,false,medium,same,lower,7.695,19.345200000000002,10.1802,26.623620000000003,chroma
8,50,false,high,medium,lower,9.576,36.755880000000005,19.345200000000002,34.966449000000004,chroma
8,51,false,high,medium,higher,13.014,36.755880000000005,69.936,32.261222999999994,chroma
7,0,true,low,small,lower,19.336,5.358,1.5510000000000002,4.89975,chroma
7,1,true,medium,medium,higher,35.665,19.345200000000002,36.755880000000005,20.31246,chroma
7,2,true,high,large,higher,34.005,36.755880000000005,69.936,39.612399,chroma
7,3,true,medium,same,lower,33.591,19.345200000000002,10.1802,17.434649999999998,chroma
7,4,false,high,large,higher,29.17,36.755880000000005,69.936,45.125781,chroma
7,5,false,high,large,lower,37.859,36.755880000000005,19.345200000000002,30.371964000000002,chroma
7,6,false,low,medium,lower,48.8,5.358,1.5510000000000002,5.971350000000001,chroma
7,7,false,low,medium,higher,16.428,5.358,10.1802,8.304899999999998,chroma
7,8,false,low,large,higher,26.76,5.358,10.1802,6.429600000000001,chroma
7,9,false,low,large,lower,51.618,5.358,1.5510000000000002,7.444799999999999,chroma
7,10,false,low,same,lower,28.404,5.358,1.5510000000000002,8.114550000000001,chroma
7,11,false,low,same,higher,31.825,5.358,10.1802,6.161699999999999,chroma
7,12,false,high,small,higher,17.305,36.755880000000005,69.936,34.099016999999996,chroma
7,13,false,high,small,lower,28.082,36.755880000000005,19.345200000000002,29.453067,chroma
7,14,false,low,medium,lower,25.508,5.358,1.5510000000000002,6.909000000000001,chroma
7,15,false,low,medium,higher,30.521,5.358,10.1802,7.5012,chroma
7,16,false,medium,medium,higher,30.8,19.345200000000002,36.755880000000005,15.95979,chroma
7,17,false,medium,medium,lower,14.086,19.345200000000002,10.1802,21.303689999999996,chroma
7,18,false,medium,medium,lower,12.874,19.345200000000002,10.1802,22.270950000000003,chroma
7,19,false,medium,medium,higher,37.056,19.345200000000002,36.755880000000005,20.31246,chroma
7,20,false,high,same,higher,25.034,36.755880000000005,69.936,49.720266,chroma
7,21,false,high,same,lower,26.08,36.755880000000005,19.345200000000002,40.479831,chroma
7,22,false,medium,same,lower,24.14,19.345200000000002,10.1802,15.500129999999999,chroma
7,23,false,medium,same,higher,29.089,19.345200000000002,36.755880000000005,20.79609,chroma
7,24,false,high,medium,higher,26.429,36.755880000000005,69.936,36.855708,chroma
7,25,false,high,medium,lower,27.423,36.755880000000005,19.345200000000002,38.64203700000001,chroma
7,26,false,high,same,lower,37.361,36.755880000000005,19.345200000000002,46.912110000000006,chroma
7,27,false,high,same,higher,21.843,36.755880000000005,69.936,45.125781,chroma
7,28,false,medium,large,higher,28.838,19.345200000000002,36.755880000000005,15.95979,chroma
7,29,false,medium,large,lower,94.601,19.345200000000002,10.1802,21.787320000000005,chroma
7,30,false,low,large,lower,33.311,5.358,1.5510000000000002,8.650350000000001,chroma
7,31,false,low,large,higher,68.865,5.358,10.1802,5.22405,chroma
7,32,false,medium,small,higher,21.583,19.345200000000002,36.755880000000005,21.76335,chroma
7,33,false,medium,small,lower,57.614,19.345200000000002,10.1802,16.95102,chroma
7,34,false,medium,large,lower,27.321,19.345200000000002,10.1802,21.303689999999996,chroma
7,35,false,medium,large,higher,43.171,19.345200000000002,36.755880000000005,14.025269999999999,chroma
7,36,false,high,small,higher,21.195,36.755880000000005,69.936,31.342326,chroma
7,37,false,high,small,lower,26.096,36.755880000000005,19.345200000000002,32.209758,chroma
7,38,false,low,small,lower,32.624,5.358,1.5510000000000002,4.4979000000000005,chroma
7,39,false,low,small,higher,22.324,5.358,10.1802,4.956149999999999,chroma
7,40,false,high,large,higher,19.099,36.755880000000005,69.936,37.774604999999994,chroma
7,41,false,high,large,lower,23.764,36.755880000000005,19.345200000000002,32.209758,chroma
7,42,false,medium,same,lower,23.409,19.345200000000002,10.1802,18.885540000000002,chroma
7,43,false,medium,same,higher,26.191,19.345200000000002,36.755880000000005,22.246980000000004,chroma
7,44,false,low,small,higher,21.973,5.358,10.1802,6.161699999999999,chroma
