participant,trial,practice,speed,delta_var,speed_BrelA,completion_time,edgeA_speed,edgeB_initial_speed,edgeB_speed,visual_variable 
,,,,,,,,,,
10,0,true,low,small,lower,26.109,5.358,1.5510000000000002,2.2207500000000002,chroma
10,1,true,medium,medium,higher,7.609,19.345200000000002,36.755880000000005,25.632390000000004,chroma
10,2,true,high,large,higher,20.753,36.755880000000005,69.936,38.693501999999995,chroma
10,3,true,medium,same,lower,11.257,19.345200000000002,10.1802,18.885540000000002,chroma
10,4,false,medium,small,higher,17.799,19.345200000000002,36.755880000000005,27.566910000000004,chroma
10,5,false,medium,small,lower,9.49,19.345200000000002,10.1802,16.95102,chroma
10,6,false,high,large,lower,8.52,36.755880000000005,19.345200000000002,53.34438900000001,chroma
10,7,false,high,large,higher,10.692,36.755880000000005,69.936,29.504531999999998,chroma
10,8,false,low,medium,higher,4.22,5.358,10.1802,9.24255,chroma
10,9,false,low,medium,lower,2.838,5.358,1.5510000000000002,2.7565500000000003,chroma
10,10,false,low,large,lower,7.357,5.358,1.5510000000000002,2.8904999999999994,chroma
10,11,false,low,large,higher,4.662,5.358,10.1802,9.24255,chroma
10,12,false,low,same,higher,3.346,5.358,10.1802,9.3765,chroma
10,13,false,low,same,lower,4.48,5.358,1.5510000000000002,2.4886500000000003,chroma
10,14,false,high,small,lower,8.686,36.755880000000005,19.345200000000002,62.53335900000002,chroma
10,15,false,high,small,higher,5.108,36.755880000000005,69.936,29.504531999999998,chroma
10,16,false,low,medium,higher,5.902,5.358,10.1802,8.974649999999999,chroma
10,17,false,low,medium,lower,4.373,5.358,1.5510000000000002,3.1584000000000003,chroma
10,18,false,medium,medium,lower,7.785,19.345200000000002,10.1802,19.852800000000002,chroma
10,19,false,medium,medium,higher,4.504,19.345200000000002,36.755880000000005,25.632390000000004,chroma
10,20,false,medium,medium,higher,8.176,19.345200000000002,36.755880000000005,28.05054,chroma
10,21,false,medium,medium,lower,6.703,19.345200000000002,10.1802,16.95102,chroma
10,22,false,high,same,lower,11.246,36.755880000000005,19.345200000000002,56.10108,chroma
10,23,false,high,same,higher,5.643,36.755880000000005,69.936,23.99115,chroma
10,24,false,medium,same,higher,8.583,19.345200000000002,36.755880000000005,25.632390000000004,chroma
10,25,false,medium,same,lower,9.378,19.345200000000002,10.1802,17.918280000000003,chroma
10,26,false,high,medium,lower,11.176,36.755880000000005,19.345200000000002,57.019977,chroma
10,27,false,high,medium,higher,5.285,36.755880000000005,69.936,32.261222999999994,chroma
10,28,false,high,same,higher,7.96,36.755880000000005,69.936,31.342326,chroma
10,29,false,high,same,lower,8.649,36.755880000000005,19.345200000000002,60.695564999999995,chroma
10,30,false,medium,large,lower,12.119,19.345200000000002,10.1802,19.36917,chroma
10,31,false,medium,large,higher,7.35,19.345200000000002,36.755880000000005,26.116020000000002,chroma
10,32,false,low,large,higher,8.738,5.358,10.1802,9.3765,chroma
10,33,false,low,large,lower,8.482,5.358,1.5510000000000002,1.68495,chroma
10,34,false,medium,small,lower,4.162,19.345200000000002,10.1802,19.36917,chroma
10,35,false,medium,small,higher,23.028,19.345200000000002,36.755880000000005,20.79609,chroma
10,36,false,medium,large,higher,7.825,19.345200000000002,36.755880000000005,23.21424,chroma
10,37,false,medium,large,lower,7.228,19.345200000000002,10.1802,21.787320000000005,chroma
10,38,false,high,small,lower,7.948,36.755880000000005,19.345200000000002,59.77666800000001,chroma
10,39,false,high,small,higher,8.939,36.755880000000005,69.936,24.910047,chroma
10,40,false,low,small,higher,8.192,5.358,10.1802,9.1086,chroma
10,41,false,low,small,lower,9.558,5.358,1.5510000000000002,1.5510000000000002,chroma
10,42,false,high,large,lower,11.364,36.755880000000005,19.345200000000002,58.857771000000014,chroma
10,43,false,high,large,higher,5.292,36.755880000000005,69.936,31.342326,chroma
10,44,false,medium,same,higher,6.324,19.345200000000002,36.755880000000005,28.05054,chroma
10,45,false,medium,same,lower,5.619,19.345200000000002,10.1802,20.33643,chroma
10,46,false,low,small,lower,3.627,5.358,1.5510000000000002,1.5510000000000002,chroma
10,47,false,low,small,higher,5.202,5.358,10.1802,9.912299999999998,chroma
10,48,false,low,same,higher,6.84,5.358,10.1802,9.77835,chroma
10,49,false,low,same,lower,6.119,5.358,1.5510000000000002,1.9528500000000006,chroma
10,50,false,high,medium,lower,7.282,36.755880000000005,19.345200000000002,66.20894700000001,chroma
10,51,false,high,medium,higher,6.236,36.755880000000005,69.936,28.585634999999996,chroma
,,,,,,,,,,
2,0,true,low,small,lower,24.172,5.358,1.5510000000000002,4.23,chroma
2,1,true,medium,medium,higher,24.371,19.345200000000002,36.755880000000005,33.37047,chroma
2,2,true,high,large,higher,17.364,36.755880000000005,69.936,45.125781,chroma
2,3,true,medium,same,lower,36.683,19.345200000000002,10.1802,21.303689999999996,chroma
2,4,false,medium,same,higher,11.452,19.345200000000002,36.755880000000005,18.86157,chroma
2,5,false,medium,same,lower,9.025,19.345200000000002,10.1802,19.36917,chroma
2,6,false,high,medium,lower,4.816,36.755880000000005,19.345200000000002,19.345200000000002,chroma
2,7,false,high,medium,higher,7.874,36.755880000000005,69.936,38.693501999999995,chroma
2,8,false,high,same,higher,10.581,36.755880000000005,69.936,57.99033899999999,chroma
2,9,false,high,same,lower,15.437,36.755880000000005,19.345200000000002,37.72314,chroma
2,10,false,medium,large,lower,10.008,19.345200000000002,10.1802,15.0165,chroma
2,11,false,medium,large,higher,7.908,19.345200000000002,36.755880000000005,32.88684,chroma
2,12,false,low,large,higher,10.408,5.358,10.1802,9.1086,chroma
2,13,false,low,large,lower,9.413,5.358,1.5510000000000002,0.34545000000000015,chroma
2,14,false,medium,small,lower,8.993,19.345200000000002,10.1802,16.46739,chroma
2,15,false,medium,small,higher,10.508,19.345200000000002,36.755880000000005,28.534170000000003,chroma
2,16,false,medium,large,higher,11.841,19.345200000000002,36.755880000000005,25.632390000000004,chroma
2,17,false,medium,large,lower,10.54,19.345200000000002,10.1802,6.311159999999998,chroma
2,18,false,high,small,lower,9.578,36.755880000000005,19.345200000000002,33.128655,chroma
2,19,false,high,small,higher,7.068,36.755880000000005,69.936,45.125781,chroma
2,20,false,low,small,higher,6.502,5.358,10.1802,9.3765,chroma
2,21,false,low,small,lower,8.279,5.358,1.5510000000000002,2.8904999999999994,chroma
2,22,false,high,large,lower,5.951,36.755880000000005,19.345200000000002,25.777479,chroma
2,23,false,high,large,higher,7.871,36.755880000000005,69.936,55.233648,chroma
2,24,false,medium,same,higher,5.307,19.345200000000002,36.755880000000005,30.952320000000004,chroma
2,25,false,medium,same,lower,13.791,19.345200000000002,10.1802,23.238210000000002,chroma
2,26,false,low,small,lower,9.994,5.358,1.5510000000000002,4.63185,chroma
2,27,false,low,small,higher,9.284,5.358,10.1802,8.974649999999999,chroma
2,28,false,low,same,higher,7.524,5.358,10.1802,7.769100000000001,chroma
2,29,false,low,same,lower,11.669,5.358,1.5510000000000002,4.36395,chroma
2,30,false,high,medium,lower,9.84,36.755880000000005,19.345200000000002,26.696376000000004,chroma
2,31,false,high,medium,higher,10.726,36.755880000000005,69.936,41.450193,chroma
2,32,false,medium,small,higher,6.147,19.345200000000002,36.755880000000005,28.05054,chroma
2,33,false,medium,small,lower,9.959,19.345200000000002,10.1802,16.95102,chroma
2,34,false,high,large,lower,14.657,36.755880000000005,19.345200000000002,33.128655,chroma
2,35,false,high,large,higher,7.267,36.755880000000005,69.936,54.31475100000001,chroma
2,36,false,low,medium,higher,9.792,5.358,10.1802,9.24255,chroma
2,37,false,low,medium,lower,11.588,5.358,1.5510000000000002,5.3016000000000005,chroma
2,38,false,low,large,lower,8.038,5.358,1.5510000000000002,7.31085,chroma
2,39,false,low,large,higher,8.914,5.358,10.1802,6.563549999999999,chroma
2,40,false,low,same,higher,7.629,5.358,10.1802,5.759849999999999,chroma
2,41,false,low,same,lower,8.951,5.358,1.5510000000000002,7.712700000000002,chroma
2,42,false,high,small,lower,7.51,36.755880000000005,19.345200000000002,41.398728,chroma
2,43,false,high,small,higher,6.789,36.755880000000005,69.936,56.152545,chroma
2,44,false,low,medium,higher,7.776,5.358,10.1802,13.395,chroma
2,45,false,low,medium,lower,7.99,5.358,1.5510000000000002,8.516400000000003,chroma
2,46,false,medium,medium,lower,5.608,19.345200000000002,10.1802,32.42718,chroma
2,47,false,medium,medium,higher,7.582,19.345200000000002,36.755880000000005,14.992530000000002,chroma
2,48,false,medium,medium,higher,4.675,19.345200000000002,36.755880000000005,20.31246,chroma
2,49,false,medium,medium,lower,7.072,19.345200000000002,10.1802,30.976290000000002,chroma
2,50,false,high,same,lower,5.99,36.755880000000005,19.345200000000002,49.668801,chroma
2,51,false,high,same,higher,9.816,36.755880000000005,69.936,34.099016999999996,chroma
5,0,true,low,small,lower,11.564,5.358,1.5510000000000002,3.1584000000000003,chroma
5,1,true,medium,medium,higher,21.601,19.345200000000002,36.755880000000005,22.246980000000004,chroma
5,2,true,high,large,higher,10.584,36.755880000000005,69.936,39.612399,chroma
5,3,true,medium,same,lower,12.818,19.345200000000002,10.1802,16.46739,chroma
5,4,false,low,large,higher,6.898,5.358,10.1802,9.24255,chroma
5,5,false,low,large,lower,9.28,5.358,1.5510000000000002,4.09605,chroma
5,6,false,low,same,lower,12.115,5.358,1.5510000000000002,6.239250000000001,chroma
5,7,false,low,same,higher,18.753,5.358,10.1802,6.295649999999999,chroma
5,8,false,high,small,higher,14.226,36.755880000000005,69.936,42.36909,chroma
5,9,false,high,small,lower,14.376,36.755880000000005,19.345200000000002,36.804243,chroma
5,10,false,low,medium,lower,11.73,5.358,1.5510000000000002,3.1584000000000003,chroma
5,11,false,low,medium,higher,26.972,5.358,10.1802,8.304899999999998,chroma
5,12,false,medium,medium,higher,12.25,19.345200000000002,36.755880000000005,31.435950000000002,chroma
5,13,false,medium,medium,lower,15.239,19.345200000000002,10.1802,20.82006,chroma
5,14,false,medium,medium,lower,16.586,19.345200000000002,10.1802,20.82006,chroma
5,15,false,medium,medium,higher,37.467,19.345200000000002,36.755880000000005,25.632390000000004,chroma
5,16,false,high,same,higher,11.136,36.755880000000005,69.936,37.774604999999994,chroma
5,17,false,high,same,lower,20.324,36.755880000000005,19.345200000000002,34.966449000000004,chroma
5,18,false,medium,same,lower,11.582,19.345200000000002,10.1802,20.33643,chroma
5,19,false,medium,same,higher,13.971,19.345200000000002,36.755880000000005,19.82883,chroma
5,20,false,high,medium,higher,10.532,36.755880000000005,69.936,66.260412,chroma
5,21,false,high,medium,lower,12.255,36.755880000000005,19.345200000000002,50.587698,chroma
5,22,false,high,same,lower,20.154,36.755880000000005,19.345200000000002,41.398728,chroma
5,23,false,high,same,higher,24.07,36.755880000000005,69.936,41.450193,chroma
5,24,false,medium,large,higher,8.489,19.345200000000002,36.755880000000005,27.566910000000004,chroma
5,25,false,medium,large,lower,19.933,19.345200000000002,10.1802,20.82006,chroma
5,26,false,low,large,lower,7.983,5.358,1.5510000000000002,6.77505,chroma
5,27,false,low,large,higher,16.895,5.358,10.1802,7.5012,chroma
5,28,false,medium,small,higher,11.926,19.345200000000002,36.755880000000005,23.69787,chroma
5,29,false,medium,small,lower,15.668,19.345200000000002,10.1802,21.787320000000005,chroma
5,30,false,medium,large,lower,31.696,19.345200000000002,10.1802,21.303689999999996,chroma
5,31,false,medium,large,higher,21.555,19.345200000000002,36.755880000000005,13.54164,chroma
5,32,false,high,small,higher,22.97,36.755880000000005,69.936,35.017914000000005,chroma
5,33,false,high,small,lower,18.225,36.755880000000005,19.345200000000002,35.885346,chroma
5,34,false,low,small,lower,15.396,5.358,1.5510000000000002,4.23,chroma
5,35,false,low,small,higher,13.1,5.358,10.1802,8.036999999999999,chroma
5,36,false,high,large,higher,20.145,36.755880000000005,69.936,39.612399,chroma
5,37,false,high,large,lower,10.359,36.755880000000005,19.345200000000002,35.885346,chroma
5,38,false,medium,same,lower,27.33,19.345200000000002,10.1802,15.983760000000002,chroma
5,39,false,medium,same,higher,13.119,19.345200000000002,36.755880000000005,29.50143,chroma
5,40,false,low,small,higher,31.825,5.358,10.1802,7.769100000000001,chroma
5,41,false,low,small,lower,20.56,5.358,1.5510000000000002,3.82815,chroma
5,42,false,low,same,lower,18.416,5.358,1.5510000000000002,5.435549999999999,chroma
5,43,false,low,same,higher,31.187,5.358,10.1802,8.17095,chroma
5,44,false,high,medium,higher,17.083,36.755880000000005,69.936,44.206884,chroma
5,45,false,high,medium,lower,21.471,36.755880000000005,19.345200000000002,45.993213,chroma
5,46,false,medium,small,lower,20.212,19.345200000000002,10.1802,16.95102,chroma
5,47,false,medium,small,higher,11.456,19.345200000000002,36.755880000000005,25.148759999999996,chroma
5,48,false,high,large,higher,8.976,36.755880000000005,69.936,46.96357500000001,chroma
5,49,false,high,large,lower,9.596,36.755880000000005,19.345200000000002,29.453067,chroma
5,50,false,low,medium,lower,11.467,5.358,1.5510000000000002,5.435549999999999,chroma
5,51,false,low,medium,higher,12.244,5.358,10.1802,8.5728,chroma
,,,,,,,,,,
2,0,true,low,small,lower,30.383,5.358,1.5510000000000002,5.435549999999999,width
2,1,true,medium,medium,higher,10.353,19.345200000000002,36.755880000000005,20.79609,width
2,2,true,high,large,higher,8.058,36.755880000000005,69.936,50.639162999999996,width
2,3,true,medium,same,lower,14.379,19.345200000000002,10.1802,22.270950000000003,width
2,4,false,medium,same,higher,9.231,19.345200000000002,36.755880000000005,25.632390000000004,width
2,5,false,medium,same,lower,13.539,19.345200000000002,10.1802,22.75458,width
2,6,false,high,medium,lower,10.735,36.755880000000005,19.345200000000002,41.398728,width
2,7,false,high,medium,higher,6.707,36.755880000000005,69.936,60.747029999999995,width
2,8,false,high,same,higher,11.349,36.755880000000005,69.936,46.96357500000001,width
2,9,false,high,same,lower,9.603,36.755880000000005,19.345200000000002,38.64203700000001,width
2,10,false,medium,large,lower,12.911,19.345200000000002,10.1802,20.82006,width
2,11,false,medium,large,higher,13.384,19.345200000000002,36.755880000000005,24.665130000000005,width
2,12,false,low,large,higher,25.006,5.358,10.1802,8.036999999999999,width
2,13,false,low,large,lower,26.886,5.358,1.5510000000000002,4.4979000000000005,width
2,14,false,medium,small,lower,7.165,19.345200000000002,10.1802,16.95102,width
2,15,false,medium,small,higher,12.408,19.345200000000002,36.755880000000005,29.01780000000001,width
2,16,false,medium,large,higher,11.634,19.345200000000002,36.755880000000005,29.01780000000001,width
2,17,false,medium,large,lower,7.962,19.345200000000002,10.1802,19.36917,width
2,18,false,high,small,lower,11.108,36.755880000000005,19.345200000000002,38.64203700000001,width
2,19,false,high,small,higher,17.532,36.755880000000005,69.936,49.720266,width
2,20,false,low,small,higher,13.672,5.358,10.1802,9.510449999999999,width
2,21,false,low,small,lower,20.318,5.358,1.5510000000000002,3.82815,width
2,22,false,high,large,lower,12.283,36.755880000000005,19.345200000000002,32.209758,width
2,23,false,high,large,higher,17.083,36.755880000000005,69.936,43.287987,width
2,24,false,medium,same,higher,14.706,19.345200000000002,36.755880000000005,24.665130000000005,width
2,25,false,medium,same,lower,12.422,19.345200000000002,10.1802,15.983760000000002,width
2,26,false,low,small,lower,11.315,5.358,1.5510000000000002,5.971350000000001,width
2,27,false,low,small,higher,17.373,5.358,10.1802,7.367249999999999,width
2,28,false,low,same,higher,22.269,5.358,10.1802,6.6975,width
2,29,false,low,same,lower,19.828,5.358,1.5510000000000002,4.7658000000000005,width
2,30,false,high,medium,lower,9.771,36.755880000000005,19.345200000000002,34.966449000000004,width
2,31,false,high,medium,higher,12.743,36.755880000000005,69.936,46.044678000000005,width
2,32,false,medium,small,higher,12.599,19.345200000000002,36.755880000000005,19.345200000000002,width
2,33,false,medium,small,lower,8.862,19.345200000000002,10.1802,19.852800000000002,width
2,34,false,high,large,lower,12.002,36.755880000000005,19.345200000000002,36.804243,width
2,35,false,high,large,higher,15.339,36.755880000000005,69.936,55.233648,width
2,36,false,low,medium,higher,12.395,5.358,10.1802,5.8938,width
2,37,false,low,medium,lower,22.186,5.358,1.5510000000000002,4.89975,width
2,38,false,low,large,lower,13.006,5.358,1.5510000000000002,5.70345,width
2,39,false,low,large,higher,15.343,5.358,10.1802,6.6975,width
2,40,false,low,same,higher,23.163,5.358,10.1802,5.358,width
2,41,false,low,same,lower,10.152,5.358,1.5510000000000002,5.0337000000000005,width
2,42,false,high,small,lower,10.904,36.755880000000005,19.345200000000002,45.07431600000001,width
2,43,false,high,small,higher,12.037,36.755880000000005,69.936,54.31475100000001,width
2,44,false,low,medium,higher,14.925,5.358,10.1802,7.367249999999999,width
2,45,false,low,medium,lower,12.735,5.358,1.5510000000000002,4.23,width
2,46,false,medium,medium,lower,9.667,19.345200000000002,10.1802,17.918280000000003,width
2,47,false,medium,medium,higher,16.939,19.345200000000002,36.755880000000005,18.377940000000002,width
2,48,false,medium,medium,higher,14.378,19.345200000000002,36.755880000000005,20.79609,width
2,49,false,medium,medium,lower,8.198,19.345200000000002,10.1802,21.303689999999996,width
2,50,false,high,same,lower,11.22,36.755880000000005,19.345200000000002,45.993213,width
2,51,false,high,same,higher,16.846,36.755880000000005,69.936,44.206884,width
5,0,true,low,small,lower,16.363,5.358,1.5510000000000002,6.641099999999999,width
5,1,true,medium,medium,higher,13.134,19.345200000000002,36.755880000000005,23.21424,width
5,2,true,high,large,higher,15.769,36.755880000000005,69.936,42.36909,width
5,3,true,medium,same,lower,12.631,19.345200000000002,10.1802,15.0165,width
5,4,false,low,large,higher,9.966,5.358,10.1802,7.367249999999999,width
5,5,false,low,large,lower,2.904,5.358,1.5510000000000002,1.5510000000000002,width
5,6,false,low,same,lower,18.116,5.358,1.5510000000000002,4.63185,width
5,7,false,low,same,higher,9.892,5.358,10.1802,7.5012,width
5,8,false,high,small,higher,13.152,36.755880000000005,69.936,41.450193,width
5,9,false,high,small,lower,7.626,36.755880000000005,19.345200000000002,33.128655,width
5,10,false,low,medium,lower,16.371,5.358,1.5510000000000002,7.57875,width
5,11,false,low,medium,higher,42.551,5.358,10.1802,7.09935,width
5,12,false,medium,medium,higher,22.001,19.345200000000002,36.755880000000005,30.468689999999995,width
5,13,false,medium,medium,lower,14.03,19.345200000000002,10.1802,27.590880000000002,width
5,14,false,medium,medium,lower,9.518,19.345200000000002,10.1802,17.434649999999998,width
5,15,false,medium,medium,higher,8.623,19.345200000000002,36.755880000000005,26.59965,width
5,16,false,high,same,higher,22.248,36.755880000000005,69.936,35.017914000000005,width
5,17,false,high,same,lower,12.368,36.755880000000005,19.345200000000002,34.047552,width
5,18,false,medium,same,lower,8.9,19.345200000000002,10.1802,23.72184,width
5,19,false,medium,same,higher,10.085,19.345200000000002,36.755880000000005,24.181499999999996,width
5,20,false,high,medium,higher,11.153,36.755880000000005,69.936,35.017914000000005,width
5,21,false,high,medium,lower,16.77,36.755880000000005,19.345200000000002,33.128655,width
5,22,false,high,same,lower,14.137,36.755880000000005,19.345200000000002,27.615273,width
5,23,false,high,same,higher,11.636,36.755880000000005,69.936,40.531296000000005,width
5,24,false,medium,large,higher,15.52,19.345200000000002,36.755880000000005,21.76335,width
5,25,false,medium,large,lower,19.32,19.345200000000002,10.1802,21.303689999999996,width
5,26,false,low,large,lower,15.884,5.358,1.5510000000000002,6.50715,width
5,27,false,low,large,higher,16.087,5.358,10.1802,5.0901,width
5,28,false,medium,small,higher,17.571,19.345200000000002,36.755880000000005,23.21424,width
5,29,false,medium,small,lower,9.799,19.345200000000002,10.1802,14.049240000000003,width
5,30,false,medium,large,lower,44.931,19.345200000000002,10.1802,18.885540000000002,width
5,31,false,medium,large,higher,17.243,19.345200000000002,36.755880000000005,16.44342,width
5,32,false,high,small,higher,14.975,36.755880000000005,69.936,35.936811,width
5,33,false,high,small,lower,13.242,36.755880000000005,19.345200000000002,34.966449000000004,width
5,34,false,low,small,lower,8.294,5.358,1.5510000000000002,6.50715,width
5,35,false,low,small,higher,7.674,5.358,10.1802,6.83145,width
5,36,false,high,large,higher,8.978,36.755880000000005,69.936,44.206884,width
5,37,false,high,large,lower,13.145,36.755880000000005,19.345200000000002,34.966449000000004,width
5,38,false,medium,same,lower,7.721,19.345200000000002,10.1802,19.36917,width
5,39,false,medium,same,higher,8.402,19.345200000000002,36.755880000000005,23.21424,width
5,40,false,low,small,higher,9.446,5.358,10.1802,6.027750000000001,width
5,41,false,low,small,lower,9.117,5.358,1.5510000000000002,6.909000000000001,width
5,42,false,low,same,lower,8.783,5.358,1.5510000000000002,6.239250000000001,width
5,43,false,low,same,higher,12.64,5.358,10.1802,13.9308,width
5,44,false,high,medium,higher,11.48,36.755880000000005,69.936,50.639162999999996,width
5,45,false,high,medium,lower,11.527,36.755880000000005,19.345200000000002,31.290861,width
5,46,false,medium,small,lower,11.054,19.345200000000002,10.1802,23.72184,width
5,47,false,medium,small,higher,10.982,19.345200000000002,36.755880000000005,25.632390000000004,width
5,48,false,high,large,higher,15.778,36.755880000000005,69.936,43.287987,width
5,49,false,high,large,lower,8.998,36.755880000000005,19.345200000000002,35.885346,width
5,50,false,low,medium,lower,7.984,5.358,1.5510000000000002,6.3732,width
5,51,false,low,medium,higher,18.583,5.358,10.1802,6.429600000000001,width
,,,,,,,,,,
2,0,true,low,small,lower,17.809,5.358,1.5510000000000002,4.23,lumi
2,1,true,medium,medium,higher,15.15,19.345200000000002,36.755880000000005,20.31246,lumi
2,2,true,high,large,higher,10.787,36.755880000000005,69.936,50.639162999999996,lumi
2,3,true,medium,same,lower,12.424,19.345200000000002,10.1802,18.40191,lumi
2,4,false,medium,same,higher,17.162,19.345200000000002,36.755880000000005,21.76335,lumi
2,5,false,medium,same,lower,20.983,19.345200000000002,10.1802,17.918280000000003,lumi
2,6,false,high,medium,lower,8.54,36.755880000000005,19.345200000000002,41.398728,lumi
2,7,false,high,medium,higher,17.925,36.755880000000005,69.936,44.206884,lumi
2,8,false,high,same,higher,16.732,36.755880000000005,69.936,51.558060000000005,lumi
2,9,false,high,same,lower,13.643,36.755880000000005,19.345200000000002,32.209758,lumi
2,10,false,medium,large,lower,22.962,19.345200000000002,10.1802,20.82006,lumi
2,11,false,medium,large,higher,13.706,19.345200000000002,36.755880000000005,28.534170000000003,lumi
2,12,false,low,large,higher,11.563,5.358,10.1802,6.295649999999999,lumi
2,13,false,low,large,lower,12.838,5.358,1.5510000000000002,3.6942000000000004,lumi
2,14,false,medium,small,lower,9.717,19.345200000000002,10.1802,19.36917,lumi
2,15,false,medium,small,higher,8.881,19.345200000000002,36.755880000000005,25.632390000000004,lumi
2,16,false,medium,large,higher,10.842,19.345200000000002,36.755880000000005,23.69787,lumi
2,17,false,medium,large,lower,12.961,19.345200000000002,10.1802,22.270950000000003,lumi
2,18,false,high,small,lower,10.421,36.755880000000005,19.345200000000002,40.479831,lumi
2,19,false,high,small,higher,8.757,36.755880000000005,69.936,52.476957,lumi
2,20,false,low,small,higher,11.642,5.358,10.1802,7.233300000000001,lumi
2,21,false,low,small,lower,11.965,5.358,1.5510000000000002,4.63185,lumi
2,22,false,high,large,lower,9.291,36.755880000000005,19.345200000000002,37.72314,lumi
2,23,false,high,large,higher,8.846,36.755880000000005,69.936,49.720266,lumi
2,24,false,medium,same,higher,9.61,19.345200000000002,36.755880000000005,23.21424,lumi
2,25,false,medium,same,lower,14.197,19.345200000000002,10.1802,19.852800000000002,lumi
2,26,false,low,small,lower,8.609,5.358,1.5510000000000002,4.23,lumi
2,27,false,low,small,higher,11.433,5.358,10.1802,7.769100000000001,lumi
2,28,false,low,same,higher,10.617,5.358,10.1802,7.769100000000001,lumi
2,29,false,low,same,lower,18.718,5.358,1.5510000000000002,4.23,lumi
2,30,false,high,medium,lower,10.189,36.755880000000005,19.345200000000002,40.479831,lumi
2,31,false,high,medium,higher,23.388,36.755880000000005,69.936,40.531296000000005,lumi
2,32,false,medium,small,higher,11.883,19.345200000000002,36.755880000000005,27.083280000000006,lumi
2,33,false,medium,small,lower,9.437,19.345200000000002,10.1802,20.33643,lumi
2,34,false,high,large,lower,8.643,36.755880000000005,19.345200000000002,42.31762500000001,lumi
2,35,false,high,large,higher,17.952,36.755880000000005,69.936,45.125781,lumi
2,36,false,low,medium,higher,10.422,5.358,10.1802,5.759849999999999,lumi
2,37,false,low,medium,lower,11.829,5.358,1.5510000000000002,3.9621,lumi
2,38,false,low,large,lower,11.738,5.358,1.5510000000000002,5.8374000000000015,lumi
2,39,false,low,large,higher,14.628,5.358,10.1802,5.491949999999999,lumi
2,40,false,low,same,higher,11.244,5.358,10.1802,8.5728,lumi
2,41,false,low,same,lower,9.374,5.358,1.5510000000000002,5.3016000000000005,lumi
2,42,false,high,small,lower,10.26,36.755880000000005,19.345200000000002,36.804243,lumi
2,43,false,high,small,higher,12.923,36.755880000000005,69.936,46.044678000000005,lumi
2,44,false,low,medium,higher,16.361,5.358,10.1802,7.903049999999999,lumi
2,45,false,low,medium,lower,12.541,5.358,1.5510000000000002,4.09605,lumi
2,46,false,medium,medium,lower,8.665,19.345200000000002,10.1802,17.434649999999998,lumi
2,47,false,medium,medium,higher,12.167,19.345200000000002,36.755880000000005,23.69787,lumi
2,48,false,medium,medium,higher,19.247,19.345200000000002,36.755880000000005,22.730610000000002,lumi
2,49,false,medium,medium,lower,12.832,19.345200000000002,10.1802,17.918280000000003,lumi
2,50,false,high,same,lower,7.842,36.755880000000005,19.345200000000002,42.31762500000001,lumi
2,51,false,high,same,higher,8.455,36.755880000000005,69.936,46.044678000000005,lumi
5,0,true,low,small,lower,28.537,5.358,1.5510000000000002,6.641099999999999,lumi
5,1,true,medium,medium,higher,13.658,19.345200000000002,36.755880000000005,28.05054,lumi
5,2,true,high,large,higher,11.585,36.755880000000005,69.936,30.423429000000002,lumi
5,3,true,medium,same,lower,16.98,19.345200000000002,10.1802,12.59835,lumi
5,4,false,low,large,higher,19.898,5.358,10.1802,7.903049999999999,lumi
5,5,false,low,large,lower,16.975,5.358,1.5510000000000002,4.23,lumi
5,6,false,low,same,lower,16.011,5.358,1.5510000000000002,3.6942000000000004,lumi
5,7,false,low,same,higher,18.642,5.358,10.1802,7.769100000000001,lumi
5,8,false,high,small,higher,14.182,36.755880000000005,69.936,41.450193,lumi
5,9,false,high,small,lower,19.191,36.755880000000005,19.345200000000002,45.07431600000001,lumi
5,10,false,low,medium,lower,27.634,5.358,1.5510000000000002,5.8374000000000015,lumi
5,11,false,low,medium,higher,25.659,5.358,10.1802,6.563549999999999,lumi
5,12,false,medium,medium,higher,12.153,19.345200000000002,36.755880000000005,27.083280000000006,lumi
5,13,false,medium,medium,lower,22.468,19.345200000000002,10.1802,20.82006,lumi
5,14,false,medium,medium,lower,16.078,19.345200000000002,10.1802,16.46739,lumi
5,15,false,medium,medium,higher,19.804,19.345200000000002,36.755880000000005,25.632390000000004,lumi
5,16,false,high,same,higher,19.318,36.755880000000005,69.936,47.882472,lumi
5,17,false,high,same,lower,28.191,36.755880000000005,19.345200000000002,37.72314,lumi
5,18,false,medium,same,lower,13.841,19.345200000000002,10.1802,19.852800000000002,lumi
5,19,false,medium,same,higher,32.757,19.345200000000002,36.755880000000005,23.21424,lumi
5,20,false,high,medium,higher,26.111,36.755880000000005,69.936,34.099016999999996,lumi
5,21,false,high,medium,lower,25.85,36.755880000000005,19.345200000000002,34.966449000000004,lumi
5,22,false,high,same,lower,24.199,36.755880000000005,19.345200000000002,42.31762500000001,lumi
5,23,false,high,same,higher,32.283,36.755880000000005,69.936,46.96357500000001,lumi
5,24,false,medium,large,higher,42.953,19.345200000000002,36.755880000000005,20.79609,lumi
5,25,false,medium,large,lower,18.513,19.345200000000002,10.1802,20.82006,lumi
5,26,false,low,large,lower,9.953,5.358,1.5510000000000002,3.9621,lumi
5,27,false,low,large,higher,27.623,5.358,10.1802,6.563549999999999,lumi
5,28,false,medium,small,higher,24.995,19.345200000000002,36.755880000000005,16.44342,lumi
